m,k,n,dataflow,loops
32,64,512,ws,knm
32,64,512,ws,mnk
32,64,512,ws,mkn
32,64,512,os,nkm
32,64,512,os,nmk
32,64,512,os,kmn
32,64,512,os,knm
32,64,512,os,mnk
32,64,512,os,mkn
32,128,32,ws,nkm
32,128,32,ws,nmk
32,128,32,ws,kmn
32,128,32,ws,knm
32,128,32,ws,mnk
32,128,32,ws,mkn
32,128,32,os,nkm
32,128,32,os,nmk
32,128,32,os,kmn
32,128,32,os,knm
32,128,32,os,mnk
32,128,32,os,mkn
32,128,64,ws,nkm
32,128,64,ws,nmk
32,128,64,ws,kmn
32,128,64,ws,knm
32,128,64,ws,mnk
32,128,64,ws,mkn
32,128,64,os,nkm
32,128,64,os,nmk
32,128,64,os,kmn
32,128,64,os,knm
32,128,64,os,mnk
32,128,64,os,mkn
32,128,128,ws,nkm
32,128,128,ws,nmk
32,128,128,ws,kmn
32,128,128,ws,knm
32,128,128,ws,mnk
32,128,128,ws,mkn
32,128,128,os,nkm
32,128,128,os,nmk
32,128,128,os,kmn
32,128,128,os,knm
32,128,128,os,mnk
32,128,128,os,mkn
32,128,256,ws,nkm
32,128,256,ws,nmk
32,128,256,ws,kmn
32,128,256,ws,knm
32,128,256,ws,mnk
32,128,256,ws,mkn
32,128,256,os,nkm
32,128,256,os,nmk
32,128,256,os,kmn
32,128,256,os,knm
32,128,256,os,mnk
32,128,256,os,mkn
32,128,512,ws,nkm
32,128,512,ws,nmk
32,128,512,ws,kmn
32,128,512,ws,knm
32,128,512,ws,mnk
32,128,512,ws,mkn
32,128,512,os,nkm
32,128,512,os,nmk
32,128,512,os,kmn
32,128,512,os,knm
32,128,512,os,mnk
32,128,512,os,mkn
32,256,32,ws,nkm
32,256,32,ws,nmk
32,256,32,ws,kmn
32,256,32,ws,knm
32,256,32,ws,mnk
32,256,32,ws,mkn
32,256,32,os,nkm
32,256,32,os,nmk
32,256,32,os,kmn
32,256,32,os,knm
32,256,32,os,mnk
32,256,32,os,mkn
32,256,64,ws,nkm
32,256,64,ws,nmk
32,256,64,ws,kmn
32,256,64,ws,knm
32,256,64,ws,mnk
32,256,64,ws,mkn
32,256,64,os,nkm
32,256,64,os,nmk
32,256,64,os,kmn
32,256,64,os,knm
32,256,64,os,mnk
32,256,64,os,mkn
32,256,128,ws,nkm
32,256,128,ws,nmk
32,256,128,ws,kmn
32,256,128,ws,knm
32,256,128,ws,mnk
32,256,128,ws,mkn
32,256,128,os,nkm
32,256,128,os,nmk
32,256,128,os,kmn
32,256,128,os,knm
32,256,128,os,mnk
32,256,128,os,mkn
32,256,256,ws,nkm
32,256,256,ws,nmk
32,256,256,ws,kmn
32,256,256,ws,knm
32,256,256,ws,mnk
32,256,256,ws,mkn
32,256,256,os,nkm
32,256,256,os,nmk
32,256,256,os,kmn
32,256,256,os,knm
32,256,256,os,mnk
32,256,256,os,mkn
32,512,32,ws,nkm
32,512,32,ws,nmk
32,512,32,ws,kmn
32,512,32,ws,knm
32,512,32,ws,mnk
32,512,32,ws,mkn
32,512,32,os,nkm
32,512,32,os,nmk
32,512,32,os,kmn
32,512,32,os,knm
32,512,32,os,mnk
32,512,32,os,mkn
32,512,64,ws,nkm
32,512,64,ws,nmk
32,512,64,ws,kmn
32,512,64,ws,knm
32,512,64,ws,mnk
32,512,64,ws,mkn
32,512,64,os,nkm
32,512,64,os,nmk
32,512,64,os,kmn
32,512,64,os,knm
32,512,64,os,mnk
32,512,64,os,mkn
32,512,128,ws,nkm
32,512,128,ws,nmk
32,512,128,ws,kmn
32,512,128,ws,knm
32,512,128,ws,mnk
32,512,128,ws,mkn
32,512,128,os,nkm
32,512,128,os,nmk
32,512,128,os,kmn
32,512,128,os,knm
32,512,128,os,mnk
32,512,128,os,mkn
64,32,32,ws,nkm
64,32,32,ws,nmk
64,32,32,ws,kmn
64,32,32,ws,knm
64,32,32,ws,mnk
64,32,32,ws,mkn
64,32,32,os,nkm
64,32,32,os,nmk
64,32,32,os,kmn
64,32,32,os,knm
64,32,32,os,mnk
64,32,32,os,mkn
64,32,64,ws,nkm
64,32,64,ws,nmk
64,32,64,ws,kmn
64,32,64,ws,knm
64,32,64,ws,mnk
64,32,64,ws,mkn
64,32,64,os,nkm
64,32,64,os,nmk
64,32,64,os,kmn
64,32,64,os,knm
64,32,64,os,mnk
64,32,64,os,mkn
64,32,128,ws,nkm
64,32,128,ws,nmk
64,32,128,ws,kmn
64,32,128,ws,knm
64,32,128,ws,mnk
64,32,128,ws,mkn
64,32,128,os,nkm
64,32,128,os,nmk
64,32,128,os,kmn
64,32,128,os,knm
64,32,128,os,mnk
64,32,128,os,mkn
64,32,256,ws,nkm
64,32,256,ws,nmk
64,32,256,ws,kmn
64,32,256,ws,knm
64,32,256,ws,mnk
64,32,256,ws,mkn
64,32,256,os,nkm
64,32,256,os,nmk
64,32,256,os,kmn
64,32,256,os,knm
64,32,256,os,mnk
64,32,256,os,mkn
64,32,512,ws,nkm
64,32,512,ws,nmk
64,32,512,ws,kmn
64,32,512,ws,knm
64,32,512,ws,mnk
64,32,512,ws,mkn
64,32,512,os,nkm
64,32,512,os,nmk
64,32,512,os,kmn
64,32,512,os,knm
64,32,512,os,mnk
64,32,512,os,mkn
64,64,32,ws,nkm
64,64,32,ws,nmk
64,64,32,ws,kmn
64,64,32,ws,knm
64,64,32,ws,mnk
64,64,32,ws,mkn
64,64,32,os,nkm
64,64,32,os,nmk
64,64,32,os,kmn
64,64,32,os,knm
64,64,32,os,mnk
64,64,32,os,mkn
64,64,64,ws,nkm
64,64,64,ws,nmk
64,64,64,ws,kmn
64,64,64,ws,knm
64,64,64,ws,mnk
64,64,64,ws,mkn
64,64,64,os,nkm
64,64,64,os,nmk
64,64,64,os,kmn
64,64,64,os,knm
64,64,64,os,mnk
64,64,64,os,mkn
64,64,128,ws,nkm
64,64,128,ws,nmk
64,64,128,ws,kmn
64,64,128,ws,knm
64,64,128,ws,mnk
64,64,128,ws,mkn
64,64,128,os,nkm
64,64,128,os,nmk
64,64,128,os,kmn
64,64,128,os,knm
64,64,128,os,mnk
64,64,128,os,mkn
64,64,256,ws,nkm
64,64,256,ws,nmk
64,64,256,ws,kmn
64,64,256,ws,knm
64,64,256,ws,mnk
64,64,256,ws,mkn
64,64,256,os,nkm
64,64,256,os,nmk
64,64,256,os,kmn
64,64,256,os,knm
64,64,256,os,mnk
64,64,256,os,mkn
64,64,512,ws,nkm
64,64,512,ws,nmk
64,64,512,ws,kmn
64,64,512,ws,knm
64,64,512,ws,mnk
64,64,512,ws,mkn
64,64,512,os,nkm
64,64,512,os,nmk
64,64,512,os,kmn
64,64,512,os,knm
64,64,512,os,mnk
64,64,512,os,mkn
64,128,32,ws,nkm
64,128,32,ws,nmk
64,128,32,ws,kmn
64,128,32,ws,knm
64,128,32,ws,mnk
64,128,32,ws,mkn
64,128,32,os,nkm
64,128,32,os,nmk
64,128,32,os,kmn
64,128,32,os,knm
64,128,32,os,mnk
64,128,32,os,mkn
64,128,64,ws,nkm
64,128,64,ws,nmk
64,128,64,ws,kmn
64,128,64,ws,knm
64,128,64,ws,mnk
64,128,64,ws,mkn
64,128,64,os,nkm
64,128,64,os,nmk
64,128,64,os,kmn
64,128,64,os,knm
64,128,64,os,mnk
64,128,64,os,mkn
64,128,128,ws,nkm
64,128,128,ws,nmk
64,128,128,ws,kmn
64,128,128,ws,knm
64,128,128,ws,mnk
64,128,128,ws,mkn
64,128,128,os,nkm
64,128,128,os,nmk
64,128,128,os,kmn
64,128,128,os,knm
64,128,128,os,mnk
64,128,128,os,mkn
64,128,256,ws,nkm
64,128,256,ws,nmk
64,128,256,ws,kmn
64,128,256,ws,knm
64,128,256,ws,mnk
64,128,256,ws,mkn
64,128,256,os,nkm
64,128,256,os,nmk
64,128,256,os,kmn
64,128,256,os,knm
64,128,256,os,mnk
64,128,256,os,mkn
64,128,512,ws,nkm
64,128,512,ws,nmk
64,128,512,ws,kmn
64,128,512,ws,knm
64,128,512,ws,mnk
64,128,512,ws,mkn
64,128,512,os,nkm
64,128,512,os,nmk
64,128,512,os,kmn
64,128,512,os,knm
64,128,512,os,mnk
64,128,512,os,mkn
64,256,32,ws,nkm
64,256,32,ws,nmk
64,256,32,ws,kmn
64,256,32,ws,knm
64,256,32,ws,mnk
64,256,32,ws,mkn
64,256,32,os,nkm
64,256,32,os,nmk
64,256,32,os,kmn
64,256,32,os,knm
64,256,32,os,mnk
64,256,32,os,mkn
64,256,64,ws,nkm
64,256,64,ws,nmk
64,256,64,ws,kmn
64,256,64,ws,knm
64,256,64,ws,mnk
64,256,64,ws,mkn
64,256,64,os,nkm
64,256,64,os,nmk
64,256,64,os,kmn
64,256,64,os,knm
64,256,64,os,mnk
64,256,64,os,mkn
64,256,128,ws,nkm
64,256,128,ws,nmk
64,256,128,ws,kmn
64,256,128,ws,knm
64,256,128,ws,mnk
64,256,128,ws,mkn
64,256,128,os,nkm
64,256,128,os,nmk
64,256,128,os,kmn
64,256,128,os,knm
64,256,128,os,mnk
64,256,128,os,mkn
64,256,256,ws,nkm
64,256,256,ws,nmk
64,256,256,ws,kmn
64,256,256,ws,knm
64,256,256,ws,mnk
64,256,256,ws,mkn
64,256,256,os,nkm
64,256,256,os,nmk
64,256,256,os,kmn
64,256,256,os,knm
64,256,256,os,mnk
64,256,256,os,mkn
64,512,32,ws,nkm
64,512,32,ws,nmk
64,512,32,ws,kmn
64,512,32,ws,knm
64,512,32,ws,mnk
64,512,32,ws,mkn
64,512,32,os,nkm
64,512,32,os,nmk
64,512,32,os,kmn
64,512,32,os,knm
64,512,32,os,mnk
64,512,32,os,mkn
64,512,64,ws,nkm
64,512,64,ws,nmk
64,512,64,ws,kmn
64,512,64,ws,knm
64,512,64,ws,mnk
64,512,64,ws,mkn
64,512,64,os,nkm
64,512,64,os,nmk
64,512,64,os,kmn
64,512,64,os,knm
64,512,64,os,mnk
64,512,64,os,mkn
64,512,128,ws,nkm
64,512,128,ws,nmk
64,512,128,ws,kmn
64,512,128,ws,knm
64,512,128,ws,mnk
64,512,128,ws,mkn
64,512,128,os,nkm
64,512,128,os,nmk
64,512,128,os,kmn
64,512,128,os,knm
64,512,128,os,mnk
64,512,128,os,mkn
128,32,32,ws,nkm
128,32,32,ws,nmk
128,32,32,ws,kmn
128,32,32,ws,knm
128,32,32,ws,mnk
128,32,32,ws,mkn
128,32,32,os,nkm
128,32,32,os,nmk
128,32,32,os,kmn
128,32,32,os,knm
128,32,32,os,mnk
128,32,32,os,mkn
128,32,64,ws,nkm
128,32,64,ws,nmk
128,32,64,ws,kmn
128,32,64,ws,knm
128,32,64,ws,mnk
128,32,64,ws,mkn
128,32,64,os,nkm
128,32,64,os,nmk
128,32,64,os,kmn
128,32,64,os,knm
128,32,64,os,mnk
128,32,64,os,mkn
128,32,128,ws,nkm
128,32,128,ws,nmk
128,32,128,ws,kmn
128,32,128,ws,knm
128,32,128,ws,mnk
128,32,128,ws,mkn
128,32,128,os,nkm
128,32,128,os,nmk
128,32,128,os,kmn
128,32,128,os,knm
128,32,128,os,mnk
128,32,128,os,mkn
128,32,256,ws,nkm
128,32,256,ws,nmk
128,32,256,ws,kmn
128,32,256,ws,knm
128,32,256,ws,mnk
128,32,256,ws,mkn
128,32,256,os,nkm
128,32,256,os,nmk
128,32,256,os,kmn
128,32,256,os,knm
128,32,256,os,mnk
128,32,256,os,mkn
128,32,512,ws,nkm
128,32,512,ws,nmk
128,32,512,ws,kmn
128,32,512,ws,knm
128,32,512,ws,mnk
128,32,512,ws,mkn
128,32,512,os,nkm
128,32,512,os,nmk
128,32,512,os,kmn
128,32,512,os,knm
128,32,512,os,mnk
128,32,512,os,mkn
128,64,32,ws,nkm
128,64,32,ws,nmk
128,64,32,ws,kmn
128,64,32,ws,knm
128,64,32,ws,mnk
128,64,32,ws,mkn
128,64,32,os,nkm
128,64,32,os,nmk
128,64,32,os,kmn
128,64,32,os,knm
128,64,32,os,mnk
128,64,32,os,mkn
128,64,64,ws,nkm
128,64,64,ws,nmk
128,64,64,ws,kmn
128,64,64,ws,knm
128,64,64,ws,mnk
128,64,64,ws,mkn
128,64,64,os,nkm
128,64,64,os,nmk
128,64,64,os,kmn
128,64,64,os,knm
128,64,64,os,mnk
128,64,64,os,mkn
128,64,128,ws,nkm
128,64,128,ws,nmk
128,64,128,ws,kmn
128,64,128,ws,knm
128,64,128,ws,mnk
128,64,128,ws,mkn
128,64,128,os,nkm
128,64,128,os,nmk
128,64,128,os,kmn
128,64,128,os,knm
128,64,128,os,mnk
128,64,128,os,mkn
128,64,256,ws,nkm
128,64,256,ws,nmk
128,64,256,ws,kmn
128,64,256,ws,knm
128,64,256,ws,mnk
128,64,256,ws,mkn
128,64,256,os,nkm
128,64,256,os,nmk
128,64,256,os,kmn
128,64,256,os,knm
128,64,256,os,mnk
128,64,256,os,mkn
128,64,512,ws,nkm
128,64,512,ws,nmk
128,64,512,ws,kmn
128,64,512,ws,knm
128,64,512,ws,mnk
128,64,512,ws,mkn
128,64,512,os,nkm
128,64,512,os,nmk
128,64,512,os,kmn
128,64,512,os,knm
128,64,512,os,mnk
128,64,512,os,mkn
128,128,32,ws,nkm
128,128,32,ws,nmk
128,128,32,ws,kmn
128,128,32,ws,knm
128,128,32,ws,mnk
128,128,32,ws,mkn
128,128,32,os,nkm
128,128,32,os,nmk
128,128,32,os,kmn
128,128,32,os,knm
128,128,32,os,mnk
128,128,32,os,mkn
128,128,64,ws,nkm
128,128,64,ws,nmk
128,128,64,ws,kmn
128,128,64,ws,knm
128,128,64,ws,mnk
128,128,64,ws,mkn
128,128,64,os,nkm
128,128,64,os,nmk
128,128,64,os,kmn
128,128,64,os,knm
128,128,64,os,mnk
128,128,64,os,mkn
128,128,128,ws,nkm
128,128,128,ws,nmk
128,128,128,ws,kmn
128,128,128,ws,knm
128,128,128,ws,mnk
128,128,128,ws,mkn
128,128,128,os,nkm
128,128,128,os,nmk
128,128,128,os,kmn
128,128,128,os,knm
128,128,128,os,mnk
128,128,128,os,mkn
128,128,256,ws,nkm
128,128,256,ws,nmk
128,128,256,ws,kmn
128,128,256,ws,knm
128,128,256,ws,mnk
128,128,256,ws,mkn
128,128,256,os,nkm
128,128,256,os,nmk
128,128,256,os,kmn
128,128,256,os,knm
128,128,256,os,mnk
128,128,256,os,mkn
128,128,512,ws,nkm
128,128,512,ws,nmk
128,128,512,ws,kmn
128,128,512,ws,knm
128,128,512,ws,mnk
128,128,512,ws,mkn
128,128,512,os,nkm
128,128,512,os,nmk
128,128,512,os,kmn
128,128,512,os,knm
128,128,512,os,mnk
128,128,512,os,mkn
128,256,32,ws,nkm
128,256,32,ws,nmk
128,256,32,ws,kmn
128,256,32,ws,knm
128,256,32,ws,mnk
128,256,32,ws,mkn
128,256,32,os,nkm
128,256,32,os,nmk
128,256,32,os,kmn
128,256,32,os,knm
128,256,32,os,mnk
128,256,32,os,mkn
128,256,64,ws,nkm
128,256,64,ws,nmk
128,256,64,ws,kmn
128,256,64,ws,knm
128,256,64,ws,mnk
128,256,64,ws,mkn
128,256,64,os,nkm
128,256,64,os,nmk
128,256,64,os,kmn
128,256,64,os,knm
128,256,64,os,mnk
128,256,64,os,mkn
128,256,128,ws,nkm
128,256,128,ws,nmk
128,256,128,ws,kmn
128,256,128,ws,knm
128,256,128,ws,mnk
128,256,128,ws,mkn
128,256,128,os,nkm
128,256,128,os,nmk
128,256,128,os,kmn
128,256,128,os,knm
128,256,128,os,mnk
128,256,128,os,mkn
128,256,256,ws,nkm
128,256,256,ws,nmk
128,256,256,ws,kmn
128,256,256,ws,knm
128,256,256,ws,mnk
128,256,256,ws,mkn
128,256,256,os,nkm
128,256,256,os,nmk
128,256,256,os,kmn
128,256,256,os,knm
128,256,256,os,mnk
128,256,256,os,mkn
128,512,32,ws,nkm
128,512,32,ws,nmk
128,512,32,ws,kmn
128,512,32,ws,knm
128,512,32,ws,mnk
128,512,32,ws,mkn
128,512,32,os,nkm
128,512,32,os,nmk
128,512,32,os,kmn
128,512,32,os,knm
128,512,32,os,mnk
128,512,32,os,mkn
128,512,64,ws,nkm
128,512,64,ws,nmk
128,512,64,ws,kmn
128,512,64,ws,knm
128,512,64,ws,mnk
128,512,64,ws,mkn
128,512,64,os,nkm
128,512,64,os,nmk
128,512,64,os,kmn
128,512,64,os,knm
128,512,64,os,mnk
128,512,64,os,mkn
128,512,128,ws,nkm
128,512,128,ws,nmk
128,512,128,ws,kmn
128,512,128,ws,knm
128,512,128,ws,mnk
128,512,128,ws,mkn
128,512,128,os,nkm
128,512,128,os,nmk
128,512,128,os,kmn
128,512,128,os,knm
128,512,128,os,mnk
128,512,128,os,mkn
256,32,32,ws,nkm
256,32,32,ws,nmk
256,32,32,ws,kmn
256,32,32,ws,knm
256,32,32,ws,mnk
256,32,32,ws,mkn
256,32,32,os,nkm
256,32,32,os,nmk
256,32,32,os,kmn
256,32,32,os,knm
256,32,32,os,mnk
256,32,32,os,mkn
256,32,64,ws,nkm
256,32,64,ws,nmk
256,32,64,ws,kmn
256,32,64,ws,knm
256,32,64,ws,mnk
256,32,64,ws,mkn
256,32,64,os,nkm
256,32,64,os,nmk
256,32,64,os,kmn
256,32,64,os,knm
256,32,64,os,mnk
256,32,64,os,mkn
256,32,128,ws,nkm
256,32,128,ws,nmk
256,32,128,ws,kmn
256,32,128,ws,knm
256,32,128,ws,mnk
256,32,128,ws,mkn
256,32,128,os,nkm
256,32,128,os,nmk
256,32,128,os,kmn
256,32,128,os,knm
256,32,128,os,mnk
256,32,128,os,mkn
256,32,256,ws,nkm
256,32,256,ws,nmk
256,32,256,ws,kmn
256,32,256,ws,knm
256,32,256,ws,mnk
256,32,256,ws,mkn
256,32,256,os,nkm
256,32,256,os,nmk
256,32,256,os,kmn
256,32,256,os,knm
256,32,256,os,mnk
256,32,256,os,mkn
256,64,32,ws,nkm
256,64,32,ws,nmk
256,64,32,ws,kmn
256,64,32,ws,knm
256,64,32,ws,mnk
256,64,32,ws,mkn
256,64,32,os,nkm
256,64,32,os,nmk
256,64,32,os,kmn
256,64,32,os,knm
256,64,32,os,mnk
256,64,32,os,mkn
256,64,64,ws,nkm
256,64,64,ws,nmk
256,64,64,ws,kmn
256,64,64,ws,knm
256,64,64,ws,mnk
256,64,64,ws,mkn
256,64,64,os,nkm
256,64,64,os,nmk
256,64,64,os,kmn
256,64,64,os,knm
256,64,64,os,mnk
256,64,64,os,mkn
256,64,128,ws,nkm
256,64,128,ws,nmk
256,64,128,ws,kmn
256,64,128,ws,knm
256,64,128,ws,mnk
256,64,128,ws,mkn
256,64,128,os,nkm
256,64,128,os,nmk
256,64,128,os,kmn
256,64,128,os,knm
256,64,128,os,mnk
256,64,128,os,mkn
256,64,256,ws,nkm
256,64,256,ws,nmk
256,64,256,ws,kmn
256,64,256,ws,knm
256,64,256,ws,mnk
256,64,256,ws,mkn
256,64,256,os,nkm
256,64,256,os,nmk
256,64,256,os,kmn
256,64,256,os,knm
256,64,256,os,mnk
256,64,256,os,mkn
256,128,32,ws,nkm
256,128,32,ws,nmk
256,128,32,ws,kmn
256,128,32,ws,knm
256,128,32,ws,mnk
256,128,32,ws,mkn
256,128,32,os,nkm
256,128,32,os,nmk
256,128,32,os,kmn
256,128,32,os,knm
256,128,32,os,mnk
256,128,32,os,mkn
256,128,64,ws,nkm
256,128,64,ws,nmk
256,128,64,ws,kmn
256,128,64,ws,knm
256,128,64,ws,mnk
256,128,64,ws,mkn
256,128,64,os,nkm
256,128,64,os,nmk
256,128,64,os,kmn
256,128,64,os,knm
256,128,64,os,mnk
256,128,64,os,mkn
256,128,128,ws,nkm
256,128,128,ws,nmk
256,128,128,ws,kmn
256,128,128,ws,knm
256,128,128,ws,mnk
256,128,128,ws,mkn
256,128,128,os,nkm
256,128,128,os,nmk
256,128,128,os,kmn
256,128,128,os,knm
256,128,128,os,mnk
256,128,128,os,mkn
256,128,256,ws,nkm
256,128,256,ws,nmk
256,128,256,ws,kmn
256,128,256,ws,knm
256,128,256,ws,mnk
256,128,256,ws,mkn
256,128,256,os,nkm
256,128,256,os,nmk
256,128,256,os,kmn
256,128,256,os,knm
256,128,256,os,mnk
256,128,256,os,mkn
256,256,32,ws,nkm
256,256,32,ws,nmk
256,256,32,ws,kmn
256,256,32,ws,knm
256,256,32,ws,mnk
256,256,32,ws,mkn
256,256,32,os,nkm
256,256,32,os,nmk
256,256,32,os,kmn
256,256,32,os,knm
256,256,32,os,mnk
256,256,32,os,mkn
256,256,64,ws,nkm
256,256,64,ws,nmk
256,256,64,ws,kmn
256,256,64,ws,knm
256,256,64,ws,mnk
256,256,64,ws,mkn
256,256,64,os,nkm
256,256,64,os,nmk
256,256,64,os,kmn
256,256,64,os,knm
256,256,64,os,mnk
256,256,64,os,mkn
256,256,128,ws,nkm
256,256,128,ws,nmk
256,256,128,ws,kmn
256,256,128,ws,knm
256,256,128,ws,mnk
256,256,128,ws,mkn
256,256,128,os,nkm
256,256,128,os,nmk
256,256,128,os,kmn
256,256,128,os,knm
256,256,128,os,mnk
256,256,128,os,mkn
256,256,256,ws,nkm
256,256,256,ws,nmk
256,256,256,ws,kmn
256,256,256,ws,knm
256,256,256,ws,mnk
256,256,256,ws,mkn
256,256,256,os,nkm
256,256,256,os,nmk
256,256,256,os,kmn
256,256,256,os,knm
256,256,256,os,mnk
256,256,256,os,mkn
512,32,32,ws,nkm
512,32,32,ws,nmk
512,32,32,ws,kmn
512,32,32,ws,knm
512,32,32,ws,mnk
512,32,32,ws,mkn
512,32,32,os,nkm
512,32,32,os,nmk
512,32,32,os,kmn
512,32,32,os,knm
512,32,32,os,mnk
512,32,32,os,mkn
512,32,64,ws,nkm
512,32,64,ws,nmk
512,32,64,ws,kmn
512,32,64,ws,knm
512,32,64,ws,mnk
512,32,64,ws,mkn
512,32,64,os,nkm
512,32,64,os,nmk
512,32,64,os,kmn
512,32,64,os,knm
512,32,64,os,mnk
512,32,64,os,mkn
512,32,128,ws,nkm
512,32,128,ws,nmk
512,32,128,ws,kmn
512,32,128,ws,knm
512,32,128,ws,mnk
512,32,128,ws,mkn
512,32,128,os,nkm
512,32,128,os,nmk
512,32,128,os,kmn
512,32,128,os,knm
512,32,128,os,mnk
512,32,128,os,mkn
512,64,32,ws,nkm
512,64,32,ws,nmk
512,64,32,ws,kmn
512,64,32,ws,knm
512,64,32,ws,mnk
512,64,32,ws,mkn
512,64,32,os,nkm
512,64,32,os,nmk
512,64,32,os,kmn
512,64,32,os,knm
512,64,32,os,mnk
512,64,32,os,mkn
512,64,64,ws,nkm
512,64,64,ws,nmk
512,64,64,ws,kmn
512,64,64,ws,knm
512,64,64,ws,mnk
512,64,64,ws,mkn
512,64,64,os,nkm
512,64,64,os,nmk
512,64,64,os,kmn
512,64,64,os,knm
512,64,64,os,mnk
512,64,64,os,mkn
512,64,128,ws,nkm
512,64,128,ws,nmk
512,64,128,ws,kmn
512,64,128,ws,knm
512,64,128,ws,mnk
512,64,128,ws,mkn
512,64,128,os,nkm
512,64,128,os,nmk
512,64,128,os,kmn
512,64,128,os,knm
512,64,128,os,mnk
512,64,128,os,mkn
512,128,32,ws,nkm
512,128,32,ws,nmk
512,128,32,ws,kmn
512,128,32,ws,knm
512,128,32,ws,mnk
512,128,32,ws,mkn
512,128,32,os,nkm
512,128,32,os,nmk
512,128,32,os,kmn
512,128,32,os,knm
512,128,32,os,mnk
512,128,32,os,mkn
512,128,64,ws,nkm
512,128,64,ws,nmk
512,128,64,ws,kmn
512,128,64,ws,knm
512,128,64,ws,mnk
512,128,64,ws,mkn
512,128,64,os,nkm
512,128,64,os,nmk
512,128,64,os,kmn
512,128,64,os,knm
512,128,64,os,mnk
512,128,64,os,mkn
512,128,128,ws,nkm
512,128,128,ws,nmk
512,128,128,ws,kmn
512,128,128,ws,knm
512,128,128,ws,mnk
512,128,128,ws,mkn
512,128,128,os,nkm
512,128,128,os,nmk
512,128,128,os,kmn
512,128,128,os,knm
512,128,128,os,mnk
512,128,128,os,mkn
